index,s_m,center_x_m,center_y_m,w_left_m,w_right_m,left_boundary_x_m,left_boundary_y_m,right_boundary_x_m,right_boundary_y_m
133,3.184664177,12.236093617,-1.242898045,0.600000000,0.600000000,11.772489405,-1.623780092,12.699697830,-0.862015998
134,3.208609021,12.220736806,-1.224526222,0.600000000,0.600000000,11.763667106,-1.613225707,12.677806506,-0.835826737
135,3.232553864,12.205070241,-1.206417819,0.600000000,0.600000000,11.754666858,-1.602822653,12.655473625,-0.810012984
136,3.256498708,12.189098441,-1.188578056,0.600000000,0.600000000,11.745491256,-1.592573930,12.632705626,-0.784582183
137,3.280443551,12.172826011,-1.171012080,0.600000000,0.600000000,11.736142946,-1.582482493,12.609509075,-0.759541666
138,3.304388395,12.156257643,-1.153724954,0.600000000,0.600000000,11.726624623,-1.572551253,12.585890662,-0.734898655
139,3.328333238,12.139398115,-1.136721664,0.600000000,0.600000000,11.716939033,-1.562783073,12.561857197,-0.710660256
140,3.352278081,12.122252290,-1.120007114,0.600000000,0.600000000,11.707088968,-1.553180770,12.537415611,-0.686833458
141,3.376222925,12.104825110,-1.103586123,0.600000000,0.600000000,11.697077269,-1.543747114,12.512572951,-0.663425132
142,3.400167768,12.087121603,-1.087463426,0.600000000,0.600000000,11.686906822,-1.534484824,12.487336383,-0.640442029
143,3.424112612,12.069146872,-1.071643674,0.600000000,0.600000000,11.676580562,-1.525396571,12.461713182,-0.617890776
144,3.448057455,12.050906101,-1.056131426,0.600000000,0.600000000,11.666101464,-1.516484977,12.435710738,-0.595777876
145,3.472002299,12.032404551,-1.040931158,0.600000000,0.600000000,11.655472552,-1.507752611,12.409336549,-0.574109706
146,3.495947142,12.013647555,-1.026047252,0.600000000,0.600000000,11.644696890,-1.499201991,12.382598221,-0.552892513
147,3.519891986,11.994640525,-1.011484000,0.600000000,0.600000000,11.633777586,-1.490835582,12.355503464,-0.532132418
148,3.543836829,11.975388939,-0.997245602,0.600000000,0.600000000,11.622717788,-1.482655798,12.328060091,-0.511835405
149,3.567781672,11.955898351,-0.983336163,0.600000000,0.600000000,11.611520686,-1.474664998,12.300276016,-0.492007328
150,3.591726516,11.936174379,-0.969759695,0.600000000,0.600000000,11.600189508,-1.466865484,12.272159251,-0.472653905
151,3.615671359,11.916222713,-0.956520112,0.600000000,0.600000000,11.588727522,-1.459259508,12.243717904,-0.453780717
152,3.639616203,11.896049106,-0.943621233,0.600000000,0.600000000,11.577138034,-1.451849261,12.214960177,-0.435393206
153,3.663561046,11.875659374,-0.931066778,0.600000000,0.600000000,11.565424385,-1.444636882,12.185894363,-0.417496674
