side,index,s_m,x_m,y_m,width_from_center_m
left,396,9.734220202,5.931559253,-1.397815542,0.600000000
left,397,9.758917519,5.914696431,-1.392646121,0.600000000
left,398,9.783526097,5.898111092,-1.387778763,0.600000000
left,399,9.808047250,5.881773560,-1.383203684,0.600000000
left,400,9.832483020,5.865652084,-1.378910450,0.600000000
left,401,9.856836115,5.849712922,-1.374888219,0.600000000
left,402,9.881109841,5.833920496,-1.371125979,0.600000000
left,403,9.905308025,5.818237581,-1.367612774,0.600000000
left,404,9.929434938,5.802625555,-1.364337904,0.600000000
left,405,9.953495208,5.787044680,-1.361291097,0.600000000
left,406,9.977493740,5.771454426,-1.358462651,0.600000000
left,407,10.001435621,5.755813812,-1.355843530,0.600000000
left,408,10.025326046,5.740081772,-1.353425412,0.600000000
left,409,10.049170227,5.724217518,-1.351200703,0.600000000
left,410,10.072973317,5.708180899,-1.349162491,0.600000000
left,411,10.096740338,5.691932750,-1.347304472,0.600000000
left,412,10.120476115,5.675435211,-1.345620823,0.600000000
left,413,10.144185216,5.658652014,-1.344106052,0.600000000
left,414,10.167871903,5.641548737,-1.342754815,0.600000000
left,415,10.191540089,5.624093015,-1.341561716,0.600000000
left,416,10.215193314,5.606254711,-1.340521099,0.600000000
left,417,10.238834715,5.588006038,-1.339626826,0.600000000
left,418,10.262467024,5.569321653,-1.338872074,0.600000000
left,419,10.286092564,5.550178707,-1.338249126,0.600000000
left,420,10.309713257,5.530556866,-1.337749189,0.600000000
left,421,10.333330645,5.510438310,-1.337362227,0.600000000
left,422,10.356945919,5.489807712,-1.337076823,0.600000000
left,423,10.380559951,5.468652199,-1.336880062,0.600000000
left,424,10.404173335,5.446961319,-1.336757452,0.600000000
left,425,10.427786440,5.424726994,-1.336692866,0.600000000
left,426,10.451399459,5.401943484,-1.336668522,0.600000000
left,427,10.475012464,5.378653578,-1.336664998,0.600000000
left,428,10.498661464,5.355050727,-1.336665000,0.600000000
left,429,10.522310464,5.331401727,-1.336665000,0.600000000
left,430,10.545959464,5.307752727,-1.336665000,0.600000000
left,431,10.569608464,5.284103727,-1.336665000,0.600000000
left,432,10.593257464,5.260454727,-1.336665000,0.600000000
left,433,10.616906464,5.236805727,-1.336665000,0.600000000
left,434,10.640555464,5.213156727,-1.336665000,0.600000000
left,435,10.664204464,5.189507727,-1.336665000,0.600000000
left,436,10.687853464,5.165858727,-1.336665000,0.600000000
left,437,10.711502464,5.142209727,-1.336665000,0.600000000
left,438,10.735151464,5.118560727,-1.336665000,0.600000000
left,439,10.758800464,5.094911727,-1.336665000,0.600000000
left,440,10.782449464,5.071262727,-1.336665000,0.600000000
left,441,10.806098464,5.047613727,-1.336665000,0.600000000
left,442,10.829747464,5.023964727,-1.336665000,0.600000000
left,443,10.853396464,5.000315727,-1.336665000,0.600000000
left,444,10.877045464,4.976666727,-1.336665000,0.600000000
left,445,10.900694464,4.953017727,-1.336665000,0.600000000
left,446,10.924343464,4.929368727,-1.336665000,0.600000000
left,447,10.947992464,4.905719727,-1.336665000,0.600000000
left,448,10.971641464,4.882070727,-1.336665000,0.600000000
left,449,10.995290464,4.858421727,-1.336665000,0.600000000
left,450,11.018939464,4.834772727,-1.336665000,0.600000000
left,451,11.042588464,4.813698488,-1.336659475,0.600000000
left,452,11.066491596,4.797465292,-1.336781604,0.600000000
left,453,11.090394728,4.783810839,-1.337131382,0.600000000
left,454,11.114297860,4.770164348,-1.337714232,0.600000000
left,455,11.138200992,4.756529797,-1.338529985,0.600000000
left,456,11.162104124,4.742911160,-1.339578401,0.600000000
left,457,11.186007256,4.729312408,-1.340859177,0.600000000
left,458,11.209910388,4.715737505,-1.342371938,0.600000000
left,459,11.233813520,4.702190408,-1.344116243,0.600000000
left,460,11.257716652,4.688675066,-1.346091584,0.600000000
left,461,11.281619784,4.675195419,-1.348297386,0.600000000
left,462,11.305522916,4.661755397,-1.350733004,0.600000000
left,463,11.329426048,4.648358917,-1.353397730,0.600000000
left,464,11.353329180,4.635009884,-1.356290786,0.600000000
left,465,11.377232312,4.621712191,-1.359411328,0.600000000
left,466,11.401135444,4.608469713,-1.362758449,0.600000000
